No,Topik
1,"['perindo', 'partai_perindo', 'perindo_diy', 'dagang_pasar', 'bingkis', 'partai', 'yuni', 'baksos', 'dpw', 'bagi']"
2,"['kebumen', 'olah', 'potong', 'bantul', 'kepala', 'kabupaten_bantul', 'kuliner', 'joglo', 'iring', 'luas']"
3,"['gempa', 'kemudi', 'truk', 'sangka', 'bumi', 'lari', 'mobil', 'celaka', 'satlantas', 'tabrak']"
4,"['warung', 'menu', 'kepala', 'olah', 'kuliner', 'kabupaten_bantul', 'joglo', 'potong', 'bantul', 'buka']"
5,"['pinjol_ilegal', 'polda_diy', 'pinjol', 'depok_sleman', 'polda_jabar', 'polda', 'pinjam_online', 'ilegal', 'jabar', 'kombes_pol']"
6,"['kota_yogyakarta', 'wisata', 'gunungkidul', 'uji_coba', 'kulonprogo', 'sepeda_motor', 'pandemi_covid', 'korban', 'temu', 'protokol_sehat']"
