No,Topik
1,"['kota_yogyakarta', 'wisata', 'uji_coba', 'objek_wisata', 'pinjol_ilegal', 'gunungkidul', 'bantul', 'sepeda_motor', 'destinasi_wisata', 'korban']"
2,"['pinjol_ilegal', 'polda_jabar', 'polda_diy', 'pinjol', 'polda', 'ilegal', 'uji_coba', 'pinjam_online', 'jabar', 'wisata']"
3,"['sepeda_motor', 'motor', 'sepeda', 'korban', 'mobil', 'pinjol_ilegal', 'kendara_sepeda', 'uji_coba', 'kendara', 'humas_polres']"
4,"['perindo', 'uji_coba', 'objek_wisata', 'sepeda_motor', 'partai_perindo', 'perindo_diy', 'wisata', 'destinasi_wisata', 'kota_yogyakarta', 'desa_wisata']"
5,"['perindo', 'kota_yogyakarta', 'partai_perindo', 'perindo_diy', 'dagang_pasar', 'vaksinasi', 'bingkis', 'partai', 'pasar', 'pasien']"
6,"['kopi', 'desa_wisata', 'protokol_sehat', 'gunung_kidul', 'jogja', 'wisata', 'daerah_istimewa', 'makan', 'vaksinasi', 'ptm']"
