,Topic,Word,Sematik
0,0,rumah_sakit,0.24657586803217502
1,0,kota_yogyakarta,0.244811270264438
2,0,bantul,0.16446909427543133
3,0,ppkm_darurat,0.16076381495148342
4,0,pasien_sembuh,0.14820034004760085
5,0,isolasi_mandiri,0.13953023989267588
6,0,vaksinasi,0.13606632296001045
7,0,positif_covid,0.13421722427454308
8,0,kabupaten_bantul,0.1320604560726814
9,0,tangan_covid,0.12260821504952552
10,1,pasien_sembuh,-0.3130768770406391
11,1,kota_yogyakarta,-0.23966982731001027
12,1,ppkm_darurat,0.2256655635004943
13,1,korban,0.1838057968228905
14,1,kabupaten_bantul,-0.17310278124439465
15,1,sembuh,-0.1716062809316128
16,1,positif_covid,-0.16699733819071488
17,1,pasien_tinggal,-0.15454241247901968
18,1,bantul,-0.14266381072831666
19,1,bantu_sosial,0.13438341423153577
20,2,rumah_sakit,-0.4242226131462033
21,2,korban,-0.3506259394304829
22,2,kota_yogyakarta,0.27712962985429507
23,2,ppkm_darurat,0.1918045677970253
24,2,temu_tewas,-0.1607023748647943
25,2,vaksinasi,0.1301147769846366
26,2,tinggal_dunia,-0.1265992362571986
27,2,temu,-0.11971716827089302
28,2,jalan_isolasi,-0.11297838467568563
29,2,protokol_sehat,0.10456134238696638
30,3,kota_yogyakarta,-0.3956100435170756
31,3,korban,-0.3554966661696781
32,3,rumah_sakit,0.3172836723620252
33,3,temu_tewas,-0.18947702334226654
34,3,isolasi_mandiri,0.15790470354565866
35,3,temu,-0.14668182556627285
36,3,tenaga_sehat,0.14457492366734503
37,3,kota,-0.12621245126590946
38,3,jalan_isolasi,0.11877905057841853
39,3,pasien_sembuh,-0.1173155384512093
40,4,vaksinasi,0.31081725337240906
41,4,ppkm_darurat,-0.25681620436166697
42,4,varian_delta,0.2316013201349991
43,4,vaksin,0.22960185859755416
44,4,pasien_sembuh,-0.20772673823586546
45,4,anak,0.20734605549643903
46,4,anak_anak,0.2067186705067538
47,4,bantu_sosial,-0.15287513573689043
48,4,kota_yogyakarta,0.14697310483794696
49,4,hewan_kurban,-0.12951016712553035
50,5,kurban,-0.4204799618843924
51,5,hewan_kurban,-0.3920420827385246
52,5,sapi,-0.2790331945075228
53,5,kota_yogyakarta,0.22473506550285421
54,5,hewan,-0.2196246589129042
55,5,varian_delta,-0.19235938842088557
56,5,sembelih,-0.1841312491831984
57,5,sembelih_hewan,-0.17672985311585254
58,5,potong_hewan,-0.16248219661029242
59,5,rumah_sakit,0.13313953576072798
60,6,kota_yogyakarta,0.5193806798051684
61,6,rumah_sakit,0.32485744656835736
62,6,hewan_kurban,0.21447665813062325
63,6,kurban,0.21004833608293352
64,6,varian_delta,-0.15413870835760382
65,6,kota,0.15137879851610592
66,6,pasien_sembuh,-0.14919091484739225
67,6,positif_covid,-0.14606187152652814
68,6,sapi,0.1373370775313429
69,6,hewan,0.11742546082754289
70,7,varian_delta,0.330636056416198
71,7,wisata,-0.28209788736429287
72,7,laku_wisata,-0.2586275500542457
73,7,warga_dampak,0.22773560580138352
74,7,objek_wisata,-0.21810390420668635
75,7,polda_diy,0.17757414354647721
76,7,vaksinasi,-0.16152667375493587
77,7,anak_anak,0.14926406984060045
78,7,bantu_sosial,0.14597655341471283
79,7,salur_bantu,0.14522494972419756
80,8,ppkm_darurat,-0.312915627993707
81,8,vaksinasi,0.2958181540692663
82,8,varian_delta,-0.2426745235643106
83,8,vaksin,0.22272967744572625
84,8,pemkab_sleman,0.19341171821311043
85,8,papar_covid,-0.1590530450460504
86,8,polda_diy,0.1514610592121276
87,8,warga_dampak,0.14241145542696287
88,8,jalan_isolasi,-0.13513875196303596
89,8,salur_bantu,0.12766750028207602
90,9,kota_yogyakarta,-0.2033898061044342
91,9,rumah_sakit,0.19769128022086008
92,9,gunung_rapi,0.1716254861805453
93,9,pemkab_sleman,0.16960556843942404
94,9,laku_wisata,-0.163206058991395
95,9,isolasi_mandiri,-0.16108076974091726
96,9,jalan_isolasi,-0.1609003420819709
97,9,bantul,-0.15898800595623216
98,9,wisata,-0.15694222711099037
99,9,pasien_sembuh,0.15354035800303198
100,10,gunung_rapi,0.3711553890031357
101,10,gugur_lava,0.30855381168080137
102,10,barat_daya,0.2915878277011047
103,10,jarak_luncur,0.22288493062748493
104,10,ppkm_darurat,-0.2178590249137664
105,10,rumah_sakit,-0.20173910167414555
106,10,lava,0.19281597601707723
107,10,varian_delta,-0.17333782722305544
108,10,warga_dampak,0.1695694538644629
