No,Topik
1,"['banjir', 'bantu', 'pesawat', 'selatan', 'serah', 'm', 'lepas', 'bencana', 'tni', 'korban']"
2,"['awan_panas', 'barak_ungsi', 'gunung_rapi', 'ungsi', 'jarak_luncur', 'bpptkg_catat', 'awan', 'panas', 'rapi', 'gugur']"
3,"['listyo_sigit', 'kota_yogyakarta', 'ugm', 'rumah_sakit', 'darah', 'hajat', 'gunungkidul', 'indonesia', 'sigit', 'swab_antigen']"
4,"['vaksin', 'jalan_isolasi', 'vaksinasi', 'harga', 'tenaga_sehat', 'hujan_deras', 'sumber_daya', 'isolasi', 'sunti', 'kepala_dinas']"
