No,Topik
1,"['ppkm_darurat', 'jawa_bal', 'ppkm', 'darurat', 'tutup_objek', 'ppkm_mikro', 'giat_masyarakat', 'laku_batas', 'awan_panas', 'wisata']"
2,"['rumah_sakit', 'positif_covid', 'polda_diy', 'kabupaten_sleman', 'tinggal_dunia', 'korban', 'pasien', 'pasien_covid', 'pandemi_covid', 'protokol_sehat']"
3,"['tambah_konfirmasi', 'tracing_kontak', 'pemda_diy', 'periksa_mandiri', 'screening_karyawan', 'ditya_nanaryo', 'kota_yogyakarta', 'kabag_humas', 'telusur', 'ditya']"
