,Topic,Word,Sematik
0,0,rumah_sakit,-0.24643676680176688
1,0,kota_yogyakarta,-0.19398332724906778
2,0,pasien_covid,-0.18128355843733926
3,0,positif_covid,-0.1773480371149109
4,0,pasien,-0.14675809225757522
5,0,protokol_sehat,-0.14536098004905865
6,0,kabupaten_sleman,-0.13789245612884363
7,0,kabupaten_bantul,-0.11935683165054113
8,0,tangan_covid,-0.11370737277541455
9,0,tracing_kontak,-0.11048091885240531
10,1,tracing_kontak,0.26970002745045996
11,1,kota_yogyakarta,0.257311328680458
12,1,tambah_konfirmasi,0.23792546663741387
13,1,periksa_mandiri,0.22413046893011643
14,1,screening_karyawan,0.19637226526922383
15,1,kabupaten_sleman,0.17450075330775516
16,1,kabag_humas,0.14295931713614332
17,1,pemda_diy,0.13394768691641123
18,1,diy_ditya,0.12660171189908623
19,1,ditya_nanaryo,0.12507431894242696
20,2,rumah_sakit,-0.37155257850788465
21,2,pasien_covid,-0.2935841573291148
22,2,pasien,-0.20522643321347175
23,2,awan_panas,0.1620357534503991
24,2,kota_yogyakarta,0.1608078507191944
25,2,tenaga_sehat,-0.15119428395876702
26,2,ruang_isolasi,-0.14081422362655277
27,2,gunung_rapi,0.13893412333272168
28,2,gempa,0.12102440154504057
29,2,objek_wisata,0.11724655252405859
30,3,awan_panas,0.3065811684826144
31,3,gunung_rapi,0.2592504024768321
32,3,jarak_luncur,0.2224555725181712
33,3,gempa,0.20053124557307733
34,3,awan,0.16626204819807452
35,3,amplitudo_mm,0.15880582134026455
36,3,panas,0.15754488285131013
37,3,objek_wisata,-0.15517678009178584
38,3,wisata,-0.1530223319836687
39,3,gugur,0.14617881060580443
40,4,korban,0.41434112150110747
41,4,polda_diy,0.26530274240391466
42,4,kendara_sepeda,0.20297609227590682
43,4,awan_panas,-0.1724477730348191
44,4,lokasi_jadi,0.15002021783656738
45,4,motor,0.14599328333413075
46,4,gunung_rapi,-0.14172778626505536
47,4,sepeda_motor,0.13786045010991535
48,4,jarak_luncur,-0.12375465650718961
49,4,kendara,0.1223071661284079
50,5,kontak_erat,-0.31433385152865373
51,5,jalan_tes,-0.2825872415932595
52,5,swab_pcr,-0.2554293678709851
53,5,tes,-0.24924158560129211
54,5,tes_swab,-0.23453839109105032
55,5,swab,-0.22196055697916792
56,5,positif_covid,-0.2086046442755512
57,5,jalan_isolasi,-0.20803042168385644
58,5,nyata_positif,-0.18708303636847665
59,5,pcr,-0.17904031396550865
60,6,banguntapan_orang,0.3112440647959244
61,6,kasihan_orang,0.3019843690789133
62,6,imogiri_orang,0.27426804191987203
63,6,dayu_orang,0.25423091275678517
64,6,orang_sisa,0.2317931021564314
65,6,orang_jetis,0.2221527277842421
66,6,orang_pundong,0.19267966068831816
67,6,rumah_sakit,-0.18257399414598663
68,6,tenaga_sehat,-0.1476182003790716
69,6,pandak,0.1300226568154947
70,7,polda_diy,-0.5984435839631186
71,7,korban,0.2155257980360752
72,7,polda,-0.20572258869337884
73,7,vaksin,-0.18198177729476947
74,7,kendara_sepeda,0.17580452718612735
75,7,lokasi_jadi,0.1381277726622753
76,7,vaksinasi,-0.1374888298901379
77,7,objek_wisata,0.12289721024601057
78,7,tutup_objek,0.10677085419280037
79,7,motor,0.10639205250177887
80,8,polda_diy,-0.396595330818785
81,8,objek_wisata,-0.26128334472657444
82,8,wisata,-0.2027004523086614
83,8,lockdown,0.1985368683782577
84,8,tutup_objek,-0.19729707694178675
85,8,laku_wisata,-0.18469792133214996
86,8,wacana_lockdown,0.1566596986597888
87,8,objek,-0.14139737115922585
88,8,polda,-0.13635313068261215
89,8,ppkm_darurat,0.13475425637997296
