,Topic,Word,P
0,0,ppkm_darurat,0.025227234
1,0,jawa_bal,0.011418366
2,0,ppkm,0.0085784355
3,0,darurat,0.007716447
4,0,tutup_objek,0.0076238923
5,0,ppkm_mikro,0.0072345636
6,0,giat_masyarakat,0.0066014337
7,0,laku_batas,0.0062487167
8,0,awan_panas,0.0061610118
9,0,wisata,0.006036898
10,1,rumah_sakit,0.0067421645
11,1,positif_covid,0.006504749
12,1,polda_diy,0.00632493
13,1,kabupaten_sleman,0.0058135632
14,1,tinggal_dunia,0.0051519684
15,1,korban,0.0050161923
16,1,pasien,0.004665197
17,1,pasien_covid,0.0043277037
18,1,pandemi_covid,0.0041783303
19,1,protokol_sehat,0.0039992486
20,2,tambah_konfirmasi,0.009574742
21,2,tracing_kontak,0.009429905
22,2,pemda_diy,0.0071178684
23,2,periksa_mandiri,0.0071013076
24,2,screening_karyawan,0.0065569608
25,2,ditya_nanaryo,0.0061210794
26,2,kota_yogyakarta,0.0058989855
27,2,kabag_humas,0.004332196
28,2,telusur,0.0038633076
29,2,ditya,0.0038471292
