,Topic,Word,P
0,0,ayam,0.010710619
1,0,lurah,0.009745873
2,0,kabupaten_sleman,0.0072229146
3,0,ngaglik_sleman,0.00639425
4,0,dagang,0.006215986
5,0,anak,0.0056248805
6,0,hobi,0.0056064124
7,0,prof,0.005537016
8,0,ngaglik,0.0052436553
9,0,negeri,0.005186565
10,1,celaka,0.011276509
11,1,rumah_sakit,0.0095695695
12,1,alami_luka,0.009292593
13,1,vanessa,0.008134513
14,1,tinggal_dunia,0.007887752
15,1,korban,0.007852031
16,1,jombang,0.0070356107
17,1,mobil,0.0066804104
18,1,budaya,0.006326987
19,1,gempa,0.0062078186
20,2,warga_bina,0.009302521
21,2,kota_yogyakarta,0.008290096
22,2,bantul,0.0063080257
23,2,positif_covid,0.005752169
24,2,lapas_narkotika,0.0055879722
25,2,diy,0.0050412547
26,2,pasu,0.005013303
27,2,rusia,0.0044611613
28,2,jakarta,0.0043592397
29,2,lapor,0.0042980416
