No,Topik
1,"['korban', 'sepeda_motor', 'bantul', 'rumah_sakit', 'kota_yogyakarta', 'kulonprogo', 'protokol_sehat', 'lokasi_jadi', 'pandemi_covid', 'tinggal_dunia']"
2,"['korban', 'sepeda_motor', 'protokol_sehat', 'lokasi_jadi', 'kota_yogyakarta', 'motor', 'positif_covid', 'tes_pcr', 'curi', 'destinasi_wisata']"
3,"['pilih_lurah', 'kota_yogyakarta', 'lurah', 'pilih', 'pemkab_sleman', 'e_voting', 'rumah_sakit', 'bupati_sleman', 'positif_covid', 'warga_bina']"
