No,Topik
1,"['barat_daya', 'awan_panas', 'gempa', 'tanam', 'gunung_rapi', 'jarak_luncur', 'buah', 'kerap', 'bumi', 'kali_gempa']"
2,"['klaten', 'remaja', 'mlati_sleman', 'laki', 'bayar', 'surat', 'tujuh', 'urus', 'ekor', 'laki_laki']"
3,"['mobil', 'tumpang', 'korban', 'mlati', 'laku', 'semarang', 'hukum', 'mlati_sleman', 'bantul', 'sepeda_motor']"
4,"['tracing_kontak', 'kontak', 'screening_karyawan', 'tambah_total', 'dominasi', 'biro', 'diy_ditya', 'ditya', 'nanaryo_aji', 'nanaryo']"
5,"['kota_yogyakarta', 'vaksinasi', 'ppkm_level', 'vaksin', 'merah', 'kota', 'harga', 'pesawat', 'pariwisata', 'laksana']"
6,"['kaki', 'serah_bantu', 'jawa_timur', 'perintah_daerah', 'ukur', 'sembako', 'mobilitas', 'positif_covid', 'bantu', 'konfirmasi_positif']"
7,"['gelombang', 'pakai_masker', 'air', 'malioboro', 'pantai', 'masker', 'kawasan', 'rusak', 'kota_yogyakarta', 'warung']"
