,Topic,Word,P
0,0,kamar,0.008961495
1,0,tani,0.0064134067
2,0,duduk,0.005995095
3,0,cabai,0.005445502
4,0,adik,0.005347487
5,0,kulonprogo,0.0053183553
6,0,alat,0.0052242046
7,0,kebal,0.0049633267
8,0,polda_diy,0.0048152227
9,0,militer,0.0045681247
10,1,protokol_sehat,0.011798478
11,1,pandemi_covid,0.011143794
12,1,vaksinasi_covid,0.010948281
13,1,vaksinasi,0.0096266875
14,1,gunungkidul,0.008828071
15,1,pemkab_sleman,0.008809071
16,1,terap_protokol,0.008756822
17,1,didik,0.008696223
18,1,ekonomi,0.008069176
19,1,wisata,0.00640489
20,2,tambah,0.020446083
21,2,kabupaten_sleman,0.018689515
22,2,positif_covid,0.017569833
23,2,konfirmasi_positif,0.017492898
24,2,tracing_kontak,0.017460573
25,2,positif,0.01674496
26,2,periksa_mandiri,0.0164981
27,2,kota_yogyakarta,0.013966545
28,2,kabupaten_bantul,0.012933986
29,2,juru_bicara,0.012852225
30,3,rumah_sakit,0.014326268
31,3,angin_kencang,0.014254426
32,3,tni,0.009367852
33,3,muhammadiyah,0.0074202656
34,3,haedar,0.006846686
35,3,sakit,0.006620706
36,3,brigjen,0.00608357
37,3,tinggal_dunia,0.00601414
38,3,jiwa,0.005653903
39,3,kendara,0.005362054
40,4,salat,0.013206665
41,4,kabupaten_bantul,0.007116454
42,4,unit,0.004951955
43,4,jawa,0.0047881035
44,4,masjid,0.004535466
45,4,butuh,0.004372739
46,4,industri,0.0042883484
47,4,salah_satu,0.004072746
48,4,operasi,0.0040283925
49,4,handphone,0.003974057
50,5,partai_demokrat,0.010783
51,5,duga_teroris,0.010355585
52,5,mabes_polri,0.009584359
53,5,kota_yogyakarta,0.008689994
54,5,barang_bukti,0.00826089
55,5,larang_mudik,0.008089372
56,5,harga,0.006284481
57,5,mudik,0.0061116414
58,5,vaksinasi,0.005930187
59,5,vaksin,0.005799473
60,6,awan_panas,0.018931786
61,6,gunung_rapi,0.012280361
62,6,jarak_luncur,0.012165429
63,6,atta,0.01099406
64,6,data,0.010103306
65,6,arah_barat,0.009763563
66,6,wib_wib,0.009031974
67,6,amplitudo_mm,0.008113712
68,6,awan,0.008028934
69,6,aurel,0.0079743685
70,7,korban,0.024578908
71,7,sepeda_motor,0.0143040335
72,7,kulonprogo,0.0100907525
73,7,tinggal_dunia,0.009335255
74,7,saksi,0.0091630425
75,7,polisi,0.007945653
76,7,motor,0.007825345
77,7,humas_polres,0.007218667
78,7,kulonprogo_iptu,0.0067617423
79,7,temu,0.006751057
80,8,agama,0.014657914
81,8,bom_bunuh,0.013619019
82,8,gereja,0.011058622
83,8,gereja_katedral,0.010153372
84,8,bom,0.009351554
85,8,menteri_agama,0.008814696
86,8,terorisme,0.008237593
87,8,bunuh,0.0059798267
88,8,umat,0.005909983
89,8,mabes_polri,0.005416504
90,9,isolasi,0.00659348
91,9,klinik,0.0064386134
92,9,obat,0.0060493825
93,9,dalam,0.0059729004
94,9,produk,0.0055284686
95,9,allah,0.0049015074
96,9,padukuhan,0.004887623
97,9,tes,0.004806724
98,9,positif_covid,0.00466456
99,9,ngaglik,0.004619814
