No,Topik
1,"['banjir', 'tinggi', 'genang', 'air', 'hujan', 'semarang', 'guyur', 'hujan_deras', 'titik', 'curah_hujan']"
2,"['jarak_luncur', 'amplitudo_mm', 'kereta_api', 'awan_panas', 'lava_pijar', 'gunung_rapi', 'gugur_lava', 'barat_daya', 'kereta', 'lava']"
3,"['duga_korupsi', 'bangun_stadion', 'mandala_krida', 'krida', 'stadion', 'mandala', 'geledah', 'kpk', 'korupsi', 'sidi']"
4,"['korban', 'barang_bukti', 'polda_diy', 'polisi', 'laku', 'lari', 'pria', 'buah', 'polres', 'tangkap']"
5,"['bantul', 'tangan_covid', 'narkoba', 'anggota_polri', 'polri', 'usul', 'diy', 'ppkm_mikro', 'dagang', 'lantik']"
