,Topic,Word,Sematik
0,0,kota_yogyakarta,-0.21083434035247348
1,0,kabupaten_sleman,-0.20874341095172738
2,0,positif_covid,-0.20279639271270558
3,0,konfirmasi_covid,-0.19499474107367762
4,0,tinggal_dunia,-0.1927314424088094
5,0,konfirmasi_positif,-0.16848073410866612
6,0,tracing_kontak,-0.16768292903900753
7,0,positif,-0.1649161932222882
8,0,rumah_sakit,-0.16363294424597372
9,0,periksa_mandiri,-0.15546031991595372
10,1,awan_panas,0.47254315655967877
11,1,arah_barat,0.2117088811237124
12,1,gunung_rapi,0.2068788685268936
13,1,korban,0.1845003812151662
14,1,jarak_luncur,0.18332188133563287
15,1,awan,0.16963640343801692
16,1,panas,0.15863092371794402
17,1,kali_gempa,0.15526039302389866
18,1,sepeda_motor,0.1274350533404511
19,1,gugur,0.11706326833896079
20,2,awan_panas,-0.39341649781770094
21,2,korban,0.27985725848828796
22,2,sepeda_motor,0.1788693808840721
23,2,gunung_rapi,-0.16279819502195625
24,2,jarak_luncur,-0.15198222605038778
25,2,awan,-0.14108617825488282
26,2,arah_barat,-0.1390126235077083
27,2,panas,-0.13135359307447517
28,2,mobil,0.1299031438631067
29,2,kali_gempa,-0.1253056620826535
