No,Topik
1,"['kota_yogyakarta', 'kabupaten_sleman', 'positif_covid', 'konfirmasi_covid', 'tinggal_dunia', 'konfirmasi_positif', 'tracing_kontak', 'positif', 'rumah_sakit', 'periksa_mandiri']"
2,"['awan_panas', 'arah_barat', 'gunung_rapi', 'korban', 'jarak_luncur', 'awan', 'panas', 'kali_gempa', 'sepeda_motor', 'gugur']"
3,"['awan_panas', 'korban', 'sepeda_motor', 'gunung_rapi', 'jarak_luncur', 'awan', 'arah_barat', 'panas', 'mobil', 'kali_gempa']"
