,Topic,Word,Sematik
0,0,kota_yogyakarta,-0.24707425179790882
1,0,vaksinasi,-0.19053318571665315
2,0,bantul,-0.14493408357269635
3,0,pasien_covid,-0.14386058631657272
4,0,pasien,-0.13755803569855704
5,0,rumah_sakit,-0.13679189257524255
6,0,korban,-0.13442729355011374
7,0,kabupaten_bantul,-0.13112321119518003
8,0,sepeda_motor,-0.12104347300701508
9,0,tambah,-0.12009651169932056
10,1,sepeda_motor,-0.3517338073652056
11,1,korban,-0.29424401806085804
12,1,kota_yogyakarta,0.17600243194176446
13,1,talib,-0.15842040196089263
14,1,afghanistan,-0.15456482947054895
15,1,pasien_covid,0.14630947481257928
16,1,motor,-0.1448906781459942
17,1,pasien,0.13792688641465872
18,1,pasien_sembuh,0.13639820322780416
19,1,lokasi_jadi,-0.134637388499043
20,2,awan_panas,0.3901591722874537
21,2,gunung_rapi,0.33530836709604317
22,2,jarak_luncur,0.2884780202138809
23,2,kali_gempa,0.28581202226235597
24,2,amplitudo_mm,0.22923762761035754
25,2,gugur_lava,0.18061251838657397
26,2,barat_daya,0.17526663434852657
27,2,rapi,0.15924703468202908
28,2,gugur,0.15522919276941755
29,2,detik,0.15095792135862016
30,3,sepeda_motor,0.37538682481687674
31,3,talib,-0.3416347362830706
32,3,afghanistan,-0.3261023809651804
33,3,amerika_serikat,-0.23031004802610408
34,3,korban,0.21668240644603473
35,3,as,-0.18894378161709574
36,3,kabul,-0.1563488444846702
37,3,motor,0.15094062294433444
38,3,lokasi_jadi,0.13926569109559792
39,3,menteri_negeri,-0.1381483961558569
40,4,vaksinasi,0.38958369843755347
41,4,vaksinasi_covid,0.2738874482624071
42,4,pasien_covid,-0.19787793889977986
43,4,pasien,-0.1872749335478812
44,4,pasien_sembuh,-0.1816883146657479
45,4,vaksin,0.1737669948536295
46,4,orang_total,-0.1668225560792271
47,4,talib,-0.1630918980709551
48,4,laksana_vaksinasi,0.16110989892729682
49,4,afghanistan,-0.15046842116837786
50,5,pandemi_covid,0.37425245459741263
51,5,kota_yogyakarta,-0.370429330084549
52,5,vaksinasi,-0.24260010584556121
53,5,objek_wisata,0.23263959241449095
54,5,wisata,0.19551734509076846
55,5,sepeda_motor,-0.1639886522418627
