,Topic,Word,P
0,0,tangan_covid,0.02386082
1,0,media_sosial,0.015947562
2,0,barang_bukti,0.015824657
3,0,handphone,0.01340998
4,0,ajak,0.011809633
5,0,kartu,0.01124366
6,0,ajar,0.010532848
7,0,barang,0.010515726
8,0,cari,0.010471555
9,0,tari,0.00961228
10,1,merah_putih,0.033774108
11,1,menteri_negeri,0.03316925
12,1,bendera,0.01826272
13,1,rebut,0.016437944
14,1,lingkung,0.012550601
15,1,provinsi,0.011975024
16,1,putih,0.009825224
17,1,milisi,0.0092469305
18,1,merah,0.00872295
19,1,hujan,0.0077902954
20,2,tambah,0.01274323
21,2,tugas,0.012211097
22,2,temu,0.010643349
23,2,positif,0.010121
24,2,gugus_tugas,0.010105769
25,2,positif_covid,0.009816778
26,2,negara,0.009583145
27,2,kabag_humas,0.009406203
28,2,tracing_kontak,0.009405493
29,2,pasien_covid,0.009157504
30,3,amerika_serikat,0.033365913
31,3,talib,0.02632249
32,3,afghanistan,0.025129603
33,3,as,0.024426742
34,3,kabul,0.018738883
35,3,militer,0.012116969
36,3,amerika,0.012010264
37,3,washington,0.011719122
38,3,serikat,0.011475407
39,3,rusia,0.010859668
40,4,objek_wisata,0.063846536
41,4,wisata,0.03418025
42,4,objek,0.021763189
43,4,ppkm_level,0.020678192
44,4,dinas_pariwisata,0.01591238
45,4,destinasi_wisata,0.013070744
46,4,ppkm,0.011966966
47,4,suara,0.010513113
48,4,tutup,0.010493927
49,4,wisatawan,0.010109019
50,5,awan_panas,0.033468407
51,5,gunung_rapi,0.026560992
52,5,amplitudo_mm,0.023802398
53,5,jarak_luncur,0.023173088
54,5,arah_barat,0.018934768
55,5,durasi_detik,0.016854526
56,5,fase,0.016488567
57,5,barat_daya,0.014832537
58,5,kali_gempa,0.014608217
59,5,gugur_lava,0.0142701
60,6,rumah_sakit,0.014516528
61,6,bantul,0.011471192
62,6,diy,0.009160764
63,6,pandemi_covid,0.008889655
64,6,kota_yogyakarta,0.008842297
65,6,lurah,0.007915472
66,6,tim,0.0076423693
67,6,kabupaten_bantul,0.007593585
68,6,vaksinasi,0.007505771
69,6,bantu,0.0074414006
70,7,tipu,0.018811155
71,7,humas_polres,0.018412456
72,7,korban,0.01830225
73,7,kulonprogo_iptu,0.017631868
74,7,i_nengah,0.017631868
75,7,kulonprogo,0.012501022
76,7,jeffry,0.012461778
77,7,polres,0.012226373
78,7,i,0.009763711
79,7,humas_polres_kulonprogo_iptu,0.009118681
80,8,sepeda_motor,0.024522914
81,8,makam,0.017165288
82,8,isoman,0.015723372
83,8,juli,0.013209611
84,8,tidur,0.011997858
85,8,motor,0.011087374
86,8,pasien,0.010723502
87,8,bpbd,0.009777028
88,8,turun,0.009204269
89,8,polsek,0.008759584
90,9,pura,0.025876023
91,9,solo,0.019641843
92,9,mobil,0.016877135
93,9,medan,0.012898927
94,9,uang,0.011987433
95,9,tanggal,0.00989967
96,9,jenazah,0.009556987
97,9,tanggal_agustus,0.008597382
98,9,polres,0.007799726
99,9,reskrim_polres,0.0076914593
