No,Topik
1,"['abu_janda', 'partai_demokrat', 'natalius_pigai', 'abu', 'janda', 'bareskrim_polri', 'china', 'madi_arya', 'demokrat', 'polri']"
2,"['korban', 'sepeda_motor', 'motor', 'curi', 'sepeda', 'tangkap', 'alami_luka', 'sangka', 'polisi', 'aman']"
3,"['ungsi', 'ustaz_maaher', 'calon_tumpang', 'genose', 'kereta_api', 'maaher', 'stasiun', 'ungsi_barak', 'solo', 'ustaz']"
4,"['pandemi_covid', 'pajak', 'janji', 'berangkat', 'dewasa', 'distribusi', 'organisasi', 'selenggara', 'tanam', 'juta']"
5,"['bantul', 'tenaga_sehat', 'rumah_sakit', 'protokol_sehat', 'kota_yogyakarta', 'isolasi_mandiri', 'tangan_covid', 'kulonprogo', 'konfirmasi_positif', 'pasien_covid']"
6,"['gunung_rapi', 'awan_panas', 'lava_pijar', 'rapi', 'kubah_lava', 'gugur_lava', 'jarak_luncur', 'lava', 'aktivitas_gunung', 'gunung']"
7,"['hujan_deras', 'pohon', 'umat', 'obat', 'bangsa', 'muhammadiyah', 'rumah_sakit', 'konsumsi', 'kendara', 'balap']"
