,Topic,Word,Sematik
0,0,uji_coba,0.24258197436659049
1,0,vaksinasi,0.18330895152546803
2,0,wisata,0.1768784406392893
3,0,objek_wisata,0.1690551817338269
4,0,bantul,0.1499733493000726
5,0,korban,0.1438434203869435
6,0,ppkm_level,0.1390481445152916
7,0,protokol_sehat,0.13475637128871043
8,0,kota_yogyakarta,0.12276990435643177
9,0,gunungkidul,0.1191108039939786
10,1,uji_coba,0.3642892003945617
11,1,korban,-0.3063069027412413
12,1,objek_wisata,0.23612204145134894
13,1,wisata,0.21778970918660606
14,1,tebing_breksi,0.19949723598910926
15,1,ppkm_level,0.13984463727349
16,1,aplikasi_pedulilindungi,0.13942473972893604
17,1,coba,0.12029576749838057
18,1,dinas_pariwisata,0.12013399390366204
19,1,uji,0.11714316049601403
20,2,vaksinasi,0.37043568153862566
21,2,korban,-0.2682620951976417
22,2,laksana_vaksinasi,0.25675421308422886
23,2,cepat_vaksinasi,0.22405946998070825
24,2,uji_coba,-0.16487878934968042
25,2,ptm,0.14833625876348455
26,2,objek_wisata,-0.13775726394656557
27,2,ajar,0.1262225245446234
28,2,vaksin,0.12445972959888812
29,2,siswa,0.11668757013540668
30,3,rutan_bareskrim,-0.3038083281111711
31,3,muhammad_kece,-0.2823654179241952
32,3,irjen_napoleon,-0.2589574199923516
33,3,napoleon,-0.25738941011926825
34,3,m_kece,-0.2218223611677078
35,3,napoleon_bonaparte,-0.21670652390305065
36,3,kece,-0.20354121706946682
37,3,bareskrim,-0.19422661145516873
38,3,bareskrim_polri,-0.17657966384519
39,3,polri,-0.16757732692190397
40,4,vaksinasi,-0.26016879495966255
41,4,laksana_vaksinasi,-0.2555179401906463
42,4,orang_tua,0.23187542461241686
43,4,ptm,0.22922568596793222
44,4,sekolah,0.2280217074944496
45,4,bantul,-0.22356614989778675
46,4,ptm_batas,0.21126944245081278
47,4,cepat_vaksinasi,-0.19433893635286315
48,4,siswa,0.1704797449442624
49,4,anak_anak,0.13644642864618373
50,5,gunung_bintang,-0.4329718448060358
51,5,papua,-0.28656814400473685
52,5,kiwirok,-0.2631892909731595
53,5,senjata_kkb,-0.23871204930232476
54,5,kkb,-0.2290500575812761
55,5,tni_polri,-0.19003544444381384
56,5,tni,-0.189506092069376
57,5,senjata,-0.13741707223810848
58,5,gunung,-0.12992814022147076
59,5,bintang,-0.12951438203652196
60,6,pemkab_sleman,0.2856212055615929
61,6,korban,-0.21735492162648762
62,6,lbh_yogyakarta,0.2108295389903642
63,6,mahasiswa,0.2073552709090267
64,6,pandemi_covid,0.18041418173635498
65,6,ptm,-0.15999571493191858
66,6,bupati_sleman,0.15569794085165906
67,6,siswa,-0.13569510035725557
68,6,orang_tua,-0.1264117962606656
69,6,sekolah,-0.12533468469391343
70,7,lbh_yogyakarta,-0.7773467163120951
71,7,lbh,-0.29802429317237916
72,7,molotov,-0.14942848555401664
