No,Topik
1,"['kabupaten_sleman', 'pemkab_sleman', 'kepala_dinas', 'air', 'dinas_didik', 'aktif', 'bantu', 'capai_persen', 'listrik', 'irjen_napoleon']"
2,"['korban', 'saksi', 'kulonprogo', 'muncul', 'rumah', 'sekolah', 'ikan', 'kabupaten_gunungkidul', 'lbh_yogyakarta', 'presiden_joko']"
3,"['sepeda_motor', 'asing', 'khawatir', 'motor', 'sepeda', 'hati_hati', 'hati', 'imbau', 'bulan', 'wenang']"
4,"['vaksinasi', 'uji_coba', 'raja', 'bantul', 'wisata', 'anak_anak', 'objek_wisata', 'anak', 'cepat_vaksinasi', 'kota_yogyakarta']"
