,Topic,Word,Sematik
0,0,korban,0.21245860804091865
1,0,rumah_sakit,0.16547799559510046
2,0,bantul,0.14990564797008352
3,0,kulonprogo,0.14174011321756638
4,0,sleman,0.14128147927684495
5,0,kota_yogyakarta,0.136823465538466
6,0,laku,0.13143744203265784
7,0,positif_covid,0.10272910707494162
8,0,kabupaten_bantul,0.09879201633666447
9,0,gunungkidul,0.09828794164147862
10,1,korban,0.30389320388623997
11,1,bantul,-0.2085634636421372
12,1,positif_covid,-0.20759571259087078
13,1,konfirmasi_covid,-0.2033316774660917
14,1,kota_yogyakarta,-0.16784675153234932
15,1,kabupaten_bantul,-0.15630931342234575
16,1,sepeda_motor,0.1480516508234408
17,1,jalan_isolasi,-0.14384053461448323
18,1,laku,0.1417167038280989
19,1,pasien,-0.13667742042354747
20,2,rumah_sakit,0.27160711155361184
21,2,konfirmasi_covid,0.2338449176016409
22,2,korban,0.19335460654420467
23,2,vanessa_angel,0.17223411985636441
24,2,positif_covid,0.15137140075706473
25,2,jalan_isolasi,0.15062258881966312
26,2,bantul,0.15007382462835028
27,2,pasien,0.13683530894821005
28,2,pandemi_covid,-0.1335125211851365
29,2,sembuh,0.12100421852557648
30,3,vanessa_angel,-0.35876997225541174
31,3,korban,0.28535081727214745
32,3,vanessa,-0.2298109849913796
33,3,joddy,-0.22353410909108803
34,3,sopir_vanessa,-0.1985882613971836
35,3,hujan_deras,0.19553679315418865
36,3,polda_jatim,-0.17635444902700573
37,3,angel,-0.17256359131417678
38,3,sepeda_motor,0.15859594026634227
39,3,tetap_sangka,-0.1388580153621655
