No,Topik
1,"['gugur_lava', 'vaksin', 'gunung_rapi', 'awan_panas', 'vaksin_covid', 'lava_pijar', 'rapi', 'kali_gempa', 'bantul', 'kota_yogyakarta']"
2,"['gugur_lava', 'vaksin', 'gunung_rapi', 'awan_panas', 'lava_pijar', 'vaksin_covid', 'kali_gempa', 'rapi', 'tenaga_sehat', 'jarak_luncur']"
3,"['vaksin', 'vaksin_covid', 'tenaga_sehat', 'positif_covid', 'bantul', 'pasien', 'tambah', 'pasien_sembuh', 'vaksin_sinovac', 'vaksinasi']"
