,Topic,Word,Sematik
0,0,gugur_lava,0.21788411636373606
1,0,vaksin,0.18856712956698202
2,0,gunung_rapi,0.18348027513639953
3,0,awan_panas,0.16377057382335494
4,0,vaksin_covid,0.16163068704548614
5,0,lava_pijar,0.15793462624336907
6,0,rapi,0.15146699436141697
7,0,kali_gempa,0.13575082801801508
8,0,bantul,0.1319934309000821
9,0,kota_yogyakarta,0.12955229101904026
10,1,gugur_lava,-0.24839809546919864
11,1,vaksin,0.20947077363061548
12,1,gunung_rapi,-0.1961640045481372
13,1,awan_panas,-0.1877309119644428
14,1,lava_pijar,-0.18155245163453415
15,1,vaksin_covid,0.17960155779022302
16,1,kali_gempa,-0.15901990209571762
17,1,rapi,-0.1566705901792695
18,1,tenaga_sehat,0.14725374243021266
19,1,jarak_luncur,-0.14321407439520129
20,2,vaksin,0.383672102943711
21,2,vaksin_covid,0.35599007560492685
22,2,tenaga_sehat,0.18046254445084395
23,2,positif_covid,-0.16506206167180823
24,2,bantul,-0.1563474002467608
25,2,pasien,-0.14368753352565716
26,2,tambah,-0.14113849014546362
27,2,pasien_sembuh,-0.1340379405924134
28,2,vaksin_sinovac,0.13340851559318487
29,2,vaksinasi,0.12826443619066324
