,Topic,Word,Sematik
0,0,vaksinasi,0.2810797553225608
1,0,kota_yogyakarta,0.21644088205981224
2,0,bantul,0.1626896626612731
3,0,objek_wisata,0.16141011477199704
4,0,laksana_vaksinasi,0.14533282071148385
5,0,vaksin,0.14019936623999438
6,0,uji_coba,0.1287318796970706
7,0,wisata,0.12860080362275728
8,0,vaksinasi_covid,0.12602732230907557
9,0,ppkm_level,0.12319706883571509
10,1,talib,-0.22072578570467621
11,1,afghanistan,-0.21445550882792716
12,1,korban,-0.20038697458357482
13,1,bom_bunuh,-0.1976282659344531
14,1,as,-0.18699385084392392
15,1,isis_k,-0.18300984558685457
16,1,sepeda_motor,-0.17871182227043897
17,1,vaksinasi,0.17496535150904646
18,1,kota_yogyakarta,0.14566407975380455
19,1,rumah_sakit,-0.1274971964818088
20,2,objek_wisata,-0.3602294188630719
21,2,uji_coba,-0.333864050954919
22,2,vaksinasi,0.29696496383311605
23,2,wisata,-0.2759546783586771
24,2,destinasi_wisata,-0.22918989893469607
25,2,ppkm_level,-0.1910366811232674
26,2,laksana_vaksinasi,0.18577839938835772
27,2,laku_wisata,-0.14506885065254102
28,2,cepat_vaksinasi,0.13877608347050074
29,2,vaksin,0.130065140660584
30,3,talib,0.26264096445662616
31,3,sepeda_motor,-0.2617206768160687
32,3,afghanistan,0.2576680351173588
33,3,bom_bunuh,0.2308675988339656
34,3,isis_k,0.21256963184673222
35,3,as,0.20384528962621967
36,3,tinggal_dunia,-0.18775112670811434
37,3,rumah_sakit,-0.17739475211355338
38,3,korban,-0.16159353955404532
39,3,celaka,-0.1520300028059205
40,4,kota_yogyakarta,-0.762917525561837
41,4,kota,-0.20694995189578586
42,4,uji_coba,0.17670551132944282
43,4,konfirmasi_positif,-0.11738336976934584
44,4,heroe,-0.11178885610801899
45,4,protokol_sehat,0.10638486346622443
46,4,pasien,-0.1021755986267618
47,4,objek_wisata,0.10141947356216004
48,4,pemkab_sleman,0.09454322968486675
49,4,mnc_peduli,0.08903767354328965
50,5,bantul,-0.2643144072185292
51,5,kota_yogyakarta,0.26281402042786467
52,5,pasien,-0.2543080113960021
53,5,kabupaten_bantul,-0.21368573290788215
54,5,konfirmasi_positif,-0.18997248259404748
55,5,sepeda_motor,0.1809415588910973
56,5,awan_panas,0.16715460925904196
57,5,sembuh,-0.1658424066790731
58,5,rumah_sakit,-0.1567012965491018
59,5,arah_barat,0.14531341245069138
60,6,awan_panas,-0.4728433527819397
61,6,jarak_luncur,-0.3262079907354781
62,6,arah_barat,-0.2654709414726498
63,6,gunung_rapi,-0.26332465273800365
64,6,amplitudo_mm,-0.2377431528126348
65,6,awan,-0.16521322262106697
66,6,gugur,-0.15552727427395624
67,6,panas,-0.13914544257496564
68,6,sepeda_motor,0.12917023973834027
69,6,luncur,-0.12012890847933434
