No,Topik
1,"['bom_bunuh', 'isis_k', 'talib', 'afghanistan', 'bom', 'as', 'serang', 'bandara', 'kabul', 'bunuh']"
2,"['awan_panas', 'jarak_luncur', 'arah_barat', 'gunung_rapi', 'awan', 'amplitudo_mm', 'panas', 'gugur', 'bpptkg', 'luncur']"
3,"['vaksinasi', 'kota_yogyakarta', 'laksana_vaksinasi', 'sepeda_motor', 'vaksinasi_covid', 'orang_tua', 'korban', 'lokasi_jadi', 'ajar', 'truk']"
4,"['lulus', 'abdi', 'tahu', 'kampus', 'contoh', 'siar', 'mampu', 'ahmad', 'titik', 'global']"
5,"['bantul', 'rumah_sakit', 'objek_wisata', 'tinggal_dunia', 'kabupaten_bantul', 'dinas_sehat', 'gunungkidul', 'pasien', 'sabtu', 'serta']"
