,Topic,Word,Sematik
0,0,vaksinasi,-0.18033178715953088
1,0,korban,-0.17881392563637344
2,0,kota_yogyakarta,-0.17608530939992073
3,0,bantul,-0.16530864280770183
4,0,sepeda_motor,-0.14078215495966337
5,0,laku,-0.13352675529247376
6,0,kabupaten_bantul,-0.12499573079919547
7,0,kulonprogo,-0.121288330470493
8,0,uji_coba,-0.11633816026436955
9,0,protokol_sehat,-0.11452807643794301
10,1,sepeda_motor,-0.36080311270961213
11,1,korban,-0.31534745984553003
12,1,vaksinasi,0.2676936341643644
13,1,kota_yogyakarta,0.24258292147235191
14,1,laku,-0.1984911561508692
15,1,polres_sleman,-0.16577539537202793
16,1,motor,-0.16551042009039366
17,1,capai_persen,0.1602399939735301
18,1,vaksinasi_covid,0.13104120761148108
19,1,protokol_sehat,0.12436180175695817
20,2,sepeda_motor,0.32538875820976493
21,2,vaksinasi,0.31273899508433606
22,2,kota_yogyakarta,0.2319863233184932
23,2,capai_persen,0.17328657030945507
24,2,korban,0.1684195059653549
25,2,vaksinasi_covid,0.16510229101135798
26,2,gunung_rapi,-0.15203568180701652
27,2,wisata,-0.1485414209654412
28,2,motor,0.14739551391072855
29,2,cepat_vaksinasi,0.13631231145520004
30,3,uji_coba,-0.3557334707902109
31,3,wisata,-0.2807501706255476
32,3,vaksinasi,0.2090493414519643
33,3,dinas_pariwisata,-0.18175359991809023
34,3,sepeda_motor,-0.17935177219744225
35,3,objek_wisata,-0.17341403723144702
36,3,destinasi_wisata,-0.15204057769530935
37,3,pariwisata,-0.14649792967655126
38,3,protokol_sehat,-0.13426041444303435
39,3,bupati_sleman,0.12879995895650614
