,Topic,Word,Sematik
0,0,kota_yogyakarta,0.22633867112564038
1,0,tambah,0.22343397185375616
2,0,kabupaten_bantul,0.19524958759358885
3,0,korban,0.1925294754456269
4,0,covid_berty,0.17883910475431003
5,0,kabupaten_sleman,0.17163884077131994
6,0,buka_puasa,0.1552568253281573
7,0,tambah_konfirmasi,0.1457979010463185
8,0,kabupaten_gunungkidul,0.14239580827545192
9,0,diy,0.13508118771346453
10,1,korban,-0.2611766785521103
11,1,tambah,0.26021940443282876
12,1,covid_berty,0.23459120445586293
13,1,kabupaten_bantul,0.2007701089329979
14,1,tambah_konfirmasi,0.182768485070145
15,1,kabupaten_sleman,0.1754928293203534
16,1,tracing_kontak,0.15793162468716107
17,1,kota_yogyakarta,0.1501553989565714
18,1,pemda_diy,0.14645392151281425
19,1,positif_periksa,0.1453124573499345
20,2,buka_puasa,0.4050779722821348
21,2,korban,-0.35944543860354133
22,2,puasa,0.19454821278210116
23,2,masjid,0.14563789002526745
24,2,wib,0.14081947806185602
25,2,buka,0.13958877296656574
26,2,tinggal_dunia,-0.1308306225500831
27,2,salat,0.12705055076792282
28,2,jadwal,0.12632480331612866
29,2,tular_covid,0.12017276416438685
30,3,awan_panas,-0.5765789902654933
31,3,gunung_rapi,-0.28940846738981574
32,3,barat_daya,-0.22602993550137002
33,3,awan,-0.19641548442366938
34,3,detik_jarak,-0.1838933122707068
35,3,jarak_luncur,-0.17983991075662575
36,3,panas,-0.17597252722782045
37,3,gugur,-0.1743660773300581
38,3,rapi,-0.1675860408892735
39,3,meter_arah,-0.1235075684474541
40,4,larang_mudik,-0.5362180160705259
41,4,mudik,-0.32237090699582327
42,4,buka_puasa,0.26232757437392
43,4,mudik_lebaran,-0.25350104323240946
44,4,larang,-0.22737536080000953
45,4,lebaran,-0.19361382293328513
46,4,bus,-0.15119163613933267
47,4,pandemi_covid,-0.1481001834688802
48,4,korban,0.1426901979095005
49,4,wib,0.1343690057423328
50,5,tni_polri,-0.3632838569182637
51,5,kabupaten_puncak,-0.3505650584984742
52,5,kelompok_separatis,-0.2802964844218937
53,5,separatis,-0.23241363650216015
54,5,tembak,-0.20140802411313527
55,5,papua,-0.19601441111763482
56,5,korban,0.18640921641991245
57,5,beoga,-0.16375252532982779
58,5,kelompok,-0.1537136295420437
59,5,guru,-0.1536222622523392
