No,Topik
1,"['kota_yogyakarta', 'tambah', 'kabupaten_bantul', 'korban', 'covid_berty', 'kabupaten_sleman', 'buka_puasa', 'tambah_konfirmasi', 'kabupaten_gunungkidul', 'diy']"
2,"['korban', 'tambah', 'covid_berty', 'kabupaten_bantul', 'tambah_konfirmasi', 'kabupaten_sleman', 'tracing_kontak', 'kota_yogyakarta', 'pemda_diy', 'positif_periksa']"
3,"['buka_puasa', 'korban', 'puasa', 'masjid', 'wib', 'buka', 'tinggal_dunia', 'salat', 'jadwal', 'tular_covid']"
4,"['awan_panas', 'gunung_rapi', 'barat_daya', 'awan', 'detik_jarak', 'jarak_luncur', 'panas', 'gugur', 'rapi', 'meter_arah']"
5,"['larang_mudik', 'mudik', 'buka_puasa', 'mudik_lebaran', 'larang', 'lebaran', 'bus', 'pandemi_covid', 'korban', 'wib']"
6,"['tni_polri', 'kabupaten_puncak', 'kelompok_separatis', 'separatis', 'tembak', 'papua', 'korban', 'beoga', 'kelompok', 'guru']"
