No,Topik
1,"['korban', 'tambah', 'sepeda_motor', 'kota_yogyakarta', 'sleman', 'kabupaten_bantul', 'tracing_kontak', 'kulonprogo', 'gunungkidul', 'bantul']"
2,"['sepeda_motor', 'korban', 'tambah', 'tracing_kontak', 'periksa_mandiri', 'kabupaten_bantul', 'berty_murtiningsih', 'pemda_diy', 'kota_yogyakarta', 'juru_bicara']"
3,"['gunung_rapi', 'gugur_lava', 'kali_gempa', 'jarak_luncur', 'awan_panas', 'gugur', 'rapi', 'arah_barat', 'lava', 'gunung']"
4,"['sepeda_motor', 'korban', 'vaksin', 'vaksin_covid', 'vaksinasi', 'motor', 'dagang_pasar', 'sepeda', 'pandemi_covid', 'dagang']"
5,"['vaksin', 'vaksin_covid', 'beku_darah', 'sepeda_motor', 'vaksin_astrazeneca', 'vaksinasi', 'muara_sungai', 'astrazeneca', 'harga_cabai', 'layan_publik']"
6,"['harga_cabai', 'sepeda_motor', 'harga', 'cabai', 'muara_sungai', 'pasar_tradisional', 'pasar', 'lokasi_jadi', 'sleman', 'motor']"
